,TIMESTAMP,MAC1,MAC2,MAC3
0,2021-05-01T15:35:07.717,NULL,NULL,NULL
1,2021-05-01T15:35:18.620,NULL,NULL,NULL
2,2021-05-01T15:35:29.521,NULL,NULL,NULL
3,2021-05-01T15:35:40.435,NULL,NULL,NULL
4,2021-05-01T15:35:51.328,NULL,NULL,NULL
5,2021-05-01T15:36:01.622,NULL,NULL,NULL
6,2021-05-01T15:36:11.932,NULL,NULL,NULL
7,2021-05-01T15:36:23.353,NULL,NULL,NULL
8,2021-05-01T15:36:34.773,NULL,NULL,NULL
9,2021-05-01T15:36:46.201,NULL,NULL,NULL
10,2021-05-01T15:36:56.497,NULL,NULL,NULL
11,2021-05-01T15:37:07.401,NULL,NULL,-90
12,2021-05-01T15:37:18.501,NULL,NULL,-84
13,2021-05-01T15:37:29.575,NULL,NULL,-81
14,2021-05-01T16:28:35.159,NULL,NULL,-84
15,2021-05-01T16:28:46.240,NULL,NULL,-77
16,2021-05-01T16:28:57.374,NULL,NULL,-72
17,2021-05-01T16:29:08.446,NULL,NULL,-80
18,2021-05-01T16:29:19.555,NULL,NULL,-85
19,2021-05-01T16:29:30.633,NULL,NULL,-93
20,2021-05-01T16:29:41.702,NULL,NULL,-89
21,2021-05-01T16:29:52.769,NULL,NULL,-88
22,2021-05-01T16:30:03.848,NULL,NULL,-88
23,2021-05-01T16:30:14.913,NULL,NULL,-86
24,2021-05-01T16:30:25.979,NULL,NULL,-86
25,2021-05-01T16:30:37.133,NULL,NULL,-86
26,2021-05-01T16:30:48.198,NULL,NULL,-86
27,2021-05-01T16:30:59.262,NULL,NULL,-86
28,2021-05-01T16:31:10.325,NULL,NULL,-85
29,2021-05-01T16:31:21.395,NULL,NULL,-73
30,2021-05-01T16:31:32.465,NULL,NULL,-77
31,2021-05-01T16:31:43.538,NULL,NULL,-80
32,2021-05-01T16:31:54.623,NULL,NULL,-59
33,2021-05-01T16:32:05.756,NULL,NULL,-79
34,2021-05-01T16:32:16.847,NULL,-79,-88
35,2021-05-01T16:32:27.945,NULL,-73,-88
36,2021-05-01T16:32:39.039,-82,-55,-88
37,2021-05-01T16:32:50.130,-80,-83,NULL
38,2021-05-01T16:33:00.424,NULL,NULL,NULL
39,2021-05-01T16:33:11.485,-57,-78,NULL
40,2021-05-01T16:33:22.562,-77,-73,NULL
41,2021-05-01T16:33:33.672,-79,-61,NULL
42,2021-05-01T16:33:44.749,-79,-66,NULL
43,2021-05-01T16:33:55.818,-79,-79,-87
44,2021-05-01T16:34:06.913,NULL,-92,-77
45,2021-05-01T16:34:17.999,NULL,-92,-79
46,2021-05-01T16:34:29.095,NULL,-92,-76
47,2021-05-01T16:34:40.198,NULL,NULL,-77
48,2021-05-01T16:34:51.277,NULL,NULL,-73
49,2021-05-01T16:35:02.403,NULL,NULL,-69
50,2021-05-01T16:35:13.486,NULL,NULL,-74
51,2021-05-01T16:35:24.566,NULL,NULL,-76
52,2021-05-01T16:35:35.636,NULL,NULL,-73
53,2021-05-01T16:35:46.696,NULL,NULL,-86
54,2021-05-01T16:35:57.760,NULL,NULL,-87
55,2021-05-01T16:36:08.835,NULL,NULL,-89
56,2021-05-01T16:36:19.754,NULL,NULL,-89
57,2021-05-01T16:36:30.667,NULL,NULL,-89
58,2021-05-01T16:36:41.574,NULL,NULL,NULL
59,2021-05-01T16:36:52.485,NULL,NULL,-90
60,2021-05-01T16:37:03.393,NULL,NULL,-90
61,2021-05-01T16:37:14.297,NULL,NULL,-90
62,2021-05-01T16:37:25.234,NULL,NULL,NULL
