,TIMESTAMP,MAC1,MAC2,MAC3
0,2021-05-01T13:26:30.421,NULL,NULL,NULL
1,2021-05-01T13:26:41.314,NULL,NULL,NULL
2,2021-05-01T13:26:52.205,NULL,NULL,NULL
3,2021-05-01T13:27:03.094,NULL,NULL,NULL
4,2021-05-01T13:27:13.989,NULL,NULL,NULL
5,2021-05-01T13:27:24.884,NULL,NULL,NULL
6,2021-05-01T13:27:35.773,NULL,NULL,NULL
7,2021-05-01T13:27:46.671,NULL,NULL,NULL
8,2021-05-01T13:27:57.562,NULL,NULL,NULL
9,2021-05-01T13:28:08.459,NULL,NULL,NULL
10,2021-05-01T13:28:19.362,NULL,NULL,NULL
11,2021-05-01T13:28:30.259,NULL,NULL,NULL
12,2021-05-01T13:28:41.161,NULL,NULL,NULL
13,2021-05-01T13:28:52.063,NULL,NULL,NULL
14,2021-05-01T13:29:02.952,NULL,NULL,NULL
15,2021-05-01T13:29:13.850,NULL,NULL,-82
16,2021-05-01T13:29:24.757,NULL,NULL,-83
17,2021-05-01T13:29:35.653,NULL,NULL,-78
18,2021-05-01T13:29:46.549,NULL,NULL,-83
19,2021-05-01T13:29:57.447,NULL,NULL,-90
20,2021-05-01T13:30:08.338,NULL,NULL,-81
21,2021-05-01T13:30:19.232,NULL,NULL,-75
22,2021-05-01T13:30:30.136,NULL,NULL,-84
23,2021-05-01T13:30:41.035,NULL,NULL,-83
24,2021-05-01T13:30:51.931,NULL,NULL,-83
25,2021-05-01T13:31:02.835,NULL,NULL,-82
26,2021-05-01T13:31:13.732,NULL,NULL,-82
27,2021-05-01T13:31:24.633,NULL,NULL,-84
28,2021-05-01T13:31:35.530,NULL,NULL,-82
29,2021-05-01T13:31:46.437,NULL,NULL,-89
30,2021-05-01T13:31:57.352,NULL,NULL,-81
31,2021-05-01T13:32:08.255,NULL,NULL,-81
32,2021-05-01T13:32:19.160,NULL,NULL,-88
33,2021-05-01T13:32:30.073,NULL,NULL,-88
34,2021-05-01T13:32:40.975,NULL,NULL,-78
35,2021-05-01T13:32:51.876,NULL,NULL,-79
36,2021-05-01T13:33:02.786,NULL,NULL,-76
37,2021-05-01T13:33:13.682,NULL,NULL,-58
38,2021-05-01T13:33:24.580,NULL,NULL,-50
39,2021-05-01T13:33:35.476,NULL,NULL,-48
40,2021-05-01T13:33:46.376,NULL,NULL,-47
41,2021-05-01T13:33:57.276,NULL,NULL,-38
42,2021-05-01T13:34:08.167,NULL,NULL,-79
43,2021-05-01T13:34:19.063,NULL,NULL,-51
44,2021-05-01T13:34:29.958,NULL,NULL,-46
45,2021-05-01T13:34:40.856,NULL,NULL,-44
46,2021-05-01T13:34:51.762,NULL,NULL,-82
47,2021-05-01T13:35:02.664,NULL,NULL,-65
48,2021-05-01T13:35:13.556,NULL,NULL,-40
49,2021-05-01T13:35:24.465,NULL,NULL,-42
50,2021-05-01T13:35:35.356,NULL,NULL,-54
51,2021-05-01T13:35:46.246,NULL,NULL,-67
52,2021-05-01T13:35:57.155,NULL,NULL,-67
53,2021-05-01T13:36:08.040,NULL,NULL,-67
54,2021-05-01T13:36:18.933,NULL,NULL,NULL
55,2021-05-01T13:36:29.833,NULL,NULL,NULL
56,2021-05-01T13:36:40.750,NULL,NULL,NULL
57,2021-05-01T13:36:51.656,NULL,NULL,NULL
58,2021-05-01T13:37:02.556,NULL,NULL,NULL
59,2021-05-01T13:37:13.449,NULL,NULL,NULL
60,2021-05-01T13:37:24.339,NULL,NULL,NULL
61,2021-05-01T13:37:35.235,NULL,NULL,NULL
62,2021-05-01T13:37:46.144,NULL,NULL,NULL
63,2021-05-01T13:37:57.043,NULL,NULL,NULL
64,2021-05-01T13:38:07.939,NULL,NULL,NULL
65,2021-05-01T13:38:18.829,NULL,NULL,NULL
66,2021-05-01T13:38:29.719,NULL,NULL,NULL
67,2021-05-01T13:38:40.610,NULL,NULL,NULL
68,2021-05-01T13:38:51.501,NULL,NULL,NULL
69,2021-05-01T13:39:02.398,NULL,NULL,NULL
70,2021-05-01T13:39:13.282,NULL,NULL,NULL
71,2021-05-01T13:39:24.170,NULL,NULL,NULL
72,2021-05-01T13:39:35.062,NULL,NULL,NULL
73,2021-05-01T13:39:45.354,NULL,NULL,NULL
74,2021-05-01T13:39:56.256,NULL,NULL,NULL
75,2021-05-01T15:50:05.741,NULL,NULL,NULL
76,2021-05-01T15:50:16.640,NULL,NULL,NULL
77,2021-05-01T15:50:27.529,NULL,NULL,NULL
78,2021-05-01T15:50:38.424,NULL,NULL,NULL
79,2021-05-01T15:50:49.329,NULL,NULL,NULL
80,2021-05-01T15:51:00.227,NULL,NULL,NULL
81,2021-05-01T15:51:11.144,NULL,NULL,NULL
82,2021-05-01T15:51:22.059,NULL,NULL,NULL
83,2021-05-01T15:51:32.966,NULL,NULL,NULL
